codigo,alimento,energia_kcal,carbohidratos_g,proteinas_g,grasas_totales_g,fuente,grupo,porcion_g,descripcion,carbohidratos_por_porcion
,,,,,2.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,45.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,4.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,2.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,4.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,5.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,3.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,5.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,,,,1.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,45.0,,1.9,1.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,78.0,,3.3,5.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,99.0,,5.5,6.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,71.0,,1.1,4.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,520.0,,9.6,31.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,57.0,,3.1,2.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,57.0,,3.1,2.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,44.0,,3.2,1.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,489.0,,25.8,24.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,370.0,,35.5,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,328.0,,8.0,8.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,758.0,,0.5,84,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,246.0,,6.6,22.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,104.0,,11.5,4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,82.0,,13.7,0.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,182.0,,14.1,14,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,309.0,,20.3,25.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,287.0,,20.1,23,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,282.0,,23.6,19.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,302.0,,19.7,22.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,291.0,,20.8,21.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,260.0,,18.0,20.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,324.0,,21.8,26.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,301.0,,20.4,22.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,357.0,,29.5,26.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,328.0,,25.9,24.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,340.0,,24.3,33.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,480.0,,21.6,43.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,379.0,,28.6,29.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,345.0,,25.1,27.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,410.0,,24.8,34.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,426.0,,19.2,38.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,404.0,,28.6,31.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,358.0,,21.8,30.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,345.0,,25.5,27,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,332.0,,25.4,25.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,402.0,,29.7,31.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,350.0,,32.7,24.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,391.0,,32.1,29.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,365.0,,33.4,24.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,402.0,,30.0,29.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,357.0,,29.4,26.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,168.0,,11.6,11.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,66.0,,4.6,3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,88.0,,4.4,2.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,59.0,,4.3,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,82.0,,2.8,2.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,30.0,,3.3,0.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,156.0,,12.0,11.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,48.0,,11.6,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,325.0,,16.6,28.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,54.0,,12.8,0.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,196.0,,16.3,14.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,152.0,,13.4,10.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,174.0,,13.6,13.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,263.0,,0.9,0.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,306.0,,3.7,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,549.0,,5.4,31.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,304.0,,3.5,0.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,309.0,,3.8,0.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,341.0,,8.1,9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,320.0,,,32,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,723.0,,,79,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,245.0,,17.5,19,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,141.0,,17.3,8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,180.0,,18.7,11.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,233.0,,19.9,17,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,183.0,,21.3,10.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,232.0,,22.8,15.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,75.0,,15.4,1.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,103.0,,14.6,4.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,102.0,,20.8,2.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,128.0,,23.7,3.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,130.0,,21.4,4.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,180.0,,18.5,11.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,158.0,,22.7,7.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,150.0,,25.1,5.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,150.0,,23.7,6.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,168.0,,24.3,7.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,112.0,,17.5,4.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,148.0,,16.7,9.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,187.0,,16.7,13.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,189.0,,22.0,11.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,133.0,,19.6,6.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,183.0,,20.6,11.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,169.0,,22.6,8.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,215.0,,23.0,13.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,145.0,,18.0,8.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,151.0,,17.5,9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,130.0,,20.5,5.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,153.0,,25.1,5.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,130.0,,23.4,4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,166.0,,24.9,7.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,187.0,,17.6,13,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,186.0,,23.4,10.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,255.0,,23.5,17.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,269.0,,26.7,18,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,161.0,,15.9,10.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,159.0,,15.2,10.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,27.0,,0.5,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,20.0,,0.4,...,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,48.0,,4.6,0.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,335.0,,9.0,0.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,388.0,,15.4,8.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,384.0,,15.3,7.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,384.0,,15.6,7.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,381.0,,14.4,7.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,340.0,,7.3,0.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,346.0,,10.6,0.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,344.0,,9.8,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,345.0,,10.9,0.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,305.0,,9.0,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,399.0,,37.8,10,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,411.0,,38.4,11.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,15.0,0.4,2.9,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.2
,,8.0,0.6,1.2,0.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.3
,,93.0,,1.6,0.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,147.0,,1.6,3.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,34.0,,1.7,0.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,46.0,,2.8,1.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,32.0,,2.4,0.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,50.0,,3.7,1.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,70.0,,1.7,0.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,190.0,,21.0,12,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,114.0,,22.0,3.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,120.0,,21.0,3.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,143.0,,21.0,6.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,116.0,,22.0,2.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,106.0,,22.0,1.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,125.0,,19.0,5.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,132.0,,20.0,6.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,116.0,,20.0,3.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,125.0,,23.0,1.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,139.0,,20.0,6.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,154.0,,22.0,7.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,174.0,,20.0,11,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,211.0,,20.0,15,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,98.0,0.8,18.0,2.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.4
,,95.0,0.6,19.0,2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.3
,,139.0,6.4,16.0,5.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,3.2
,,79.0,2.4,16.0,0.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,1.2
,,134.0,1.5,22.0,4.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.75
,,288.0,,14.2,3.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,337.0,,19.8,0.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,333.0,,19.6,1.2,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,336.0,,20.0,0.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,336.0,,21.5,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,326.0,,21.0,0.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,306.0,,20.6,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,336.0,,26.0,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,328.0,,18.2,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,322.0,,16.6,0.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,336.0,,25.3,0.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,368.0,,36.9,6.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,33.0,,2.6,0.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,43.0,,3.1,0.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,60.0,,4.1,0.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,49.0,,1.6,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,59.0,,3.2,1.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,84.0,,4.7,1.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,49.0,,1.1,1.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,260.0,,6.2,1.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,337.0,,5.3,7.9,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,317.0,,7.3,7.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,314.0,,6.5,6.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,377.0,,20.0,31.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,168.0,,11.6,11.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,104.0,,11.5,4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,218.0,,17.3,16.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,248.0,,20.5,18.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,175.0,,18.4,11.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,199.0,,21.0,12.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,46.0,,23.9,3.7,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,199.0,0.0,21.0,12.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.0
,,248.0,0.0,20.5,18.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,0.0
,,136.0,9.8,14.2,4.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,4.9
,,139.0,9.8,13.7,5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,4.9
,,211.0,10.8,11.3,13.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,5.4
,,209.0,10.5,11.8,13.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,5.25
,,,11.9,2.2,1.1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,5.95
,,,11.3,2.4,1,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,5.65
,,57.5,10.7,1.9,0.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,5.35
,,97.2,17.8,3.3,1.4,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,8.9
,,171.0,21.4,4.5,7.5,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,10.7
,,157.4,20.9,4.2,6.3,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,10.45
,,,,,,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,
,,125.6,21.1,2.8,3.6,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,10.55
,,280.4,32.1,4.2,15,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,16.05
,,228.6,28.3,3.8,11.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,14.15
,,309.0,33.0,4.2,17.8,Argenfood - Universidad Nacional de Luján,ultraprocesados,50,1 porción estándar,16.5
